#r n s p q b c T nloop nnorth e00 e01 e02 e10 e11 e12 e20 e21 e22 
1.431445082861357854e+01 2.636395000000000000e+06 7.547697517744151874e-01 7.724393725920333242e-01 9.771249091584689461e-01 1.398700646556241267e+01 1.080411449869974305e+01 1.051000101091654898e-01 1.100000000000000000e+01 0.000000000000000000e+00 1.789171172695594447e-01 -9.838361662320407319e-01 7.420455632301189118e-03 -9.838536641190709364e-01 -1.788753008493363383e-01 5.966099692164050783e-03 4.542328414830043570e-03 8.368079821537345586e-03 9.999546702189413550e-01
1.671639597721522819e+01 3.182333000000000000e+06 7.548281992757525094e-01 7.811319049089568978e-01 9.663261665950384494e-01 1.615349084394711454e+01 1.261800707386180420e+01 1.539015507771591129e-01 1.100000000000000000e+01 0.000000000000000000e+00 1.381855824922798015e-01 -9.903723090099597615e-01 8.211841300835217086e-03 -9.903978633873631310e-01 -1.381453168575565160e-01 5.286173291847606759e-03 4.100852230386142772e-03 8.863463014312414345e-03 9.999523098800154886e-01
1.952138421604556839e+01 3.816539000000000000e+06 7.575537400433350887e-01 7.930801233696778141e-01 9.552045470823345985e-01 1.864691496850804242e+01 1.478849762368824905e+01 2.055426864524567410e-01 1.100000000000000000e+01 0.000000000000000000e+00 1.112225520937436263e-01 -9.937607792624172376e-01 8.310084566799142911e-03 -9.937873086029179737e-01 -1.111837429847870873e-01 4.996054008987838024e-03 4.040936218552115822e-03 8.814130453179788716e-03 9.999529898644395898e-01
2.279704562095193765e+01 4.559621000000000000e+06 7.621140811033456641e-01 8.017082169071033659e-01 9.506127853391508342e-01 2.167116303523681253e+01 1.737394947528283495e+01 2.298173659047516859e-01 1.000000000000000000e+01 0.000000000000000000e+00 4.118387697169714756e-02 -9.991292024968475571e-01 6.687674901906173232e-03 -9.991500844404246351e-01 -4.117129525613912044e-02 2.008285244683438719e-03 1.731196196943507459e-03 6.764699915390789964e-03 9.999756206002136105e-01
2.662235850143216709e+01 5.394779000000000000e+06 7.638443906938267025e-01 8.103666169810322950e-01 9.425911367616287562e-01 2.509399916314055901e+01 2.033533920835906983e+01 2.677329457459493578e-01 1.000000000000000000e+01 0.000000000000000000e+00 -2.375393528656960518e-02 -9.996965327439554239e-01 6.526329605132908177e-03 -9.997178342421827457e-01 2.375310544193502682e-02 -2.046459947772083510e-04 -4.956329615957155710e-05 6.529349246110720609e-03 9.999786823437295524e-01
3.108955361862286182e+01 6.376473000000000000e+06 7.729305628887702673e-01 8.187498800842332169e-01 9.440374669847292344e-01 2.934970344781065066e+01 2.403006617840277315e+01 2.702412146433424422e-01 1.000000000000000000e+01 0.000000000000000000e+00 -6.080880892757250383e-02 -9.981272558400917649e-01 6.653563401549857093e-03 -9.981425202413920506e-01 6.078222997943965450e-02 -4.126718416575247961e-03 -3.714571707905178766e-03 6.892145373900274152e-03 9.999693496748647270e-01
3.630633792844572127e+01 7.471403000000000000e+06 7.807565426608563675e-01 8.246527681359567818e-01 9.467700501699359839e-01 3.437375338200120467e+01 2.834641087768999768e+01 2.654235921359190398e-01 9.000000000000000000e+00 0.000000000000000000e+00 -6.736804298172713312e-02 -9.976671545000622698e-01 1.103610513546481736e-02 -9.977138400397668194e-01 6.730362186066518593e-02 -6.108672322118369191e-03 -5.351651886529418256e-03 1.142240413334496066e-02 9.999204410881398220e-01
4.239849146579302896e+01 8.634905000000000000e+06 7.838560893314958644e-01 8.329990201627707203e-01 9.410048155618812027e-01 3.989718464187056668e+01 3.323431571393132344e+01 2.969889945108925566e-01 9.000000000000000000e+00 0.000000000000000000e+00 -5.433803116056190596e-02 -9.983843474812656993e-01 1.661544684928617510e-02 -9.984959130075152789e-01 5.420740380717006812e-02 -8.213956402079447550e-03 -7.300005265933884324e-03 1.703678599073353908e-02 9.998282141679255552e-01
4.951289998230567591e+01 9.887528000000000000e+06 7.808417790202435427e-01 8.349800456051187370e-01 9.351622031330812934e-01 4.630259263096088063e+01 3.866174090663494667e+01 3.214863369297985551e-01 9.000000000000000000e+00 0.000000000000000000e+00 -4.397370921652249409e-02 -9.988584693959806637e-01 1.865666137494352908e-02 -9.989864312856859829e-01 4.378429818768521387e-02 -1.044247764187267169e-02 -9.613688409235598975e-03 1.909694604198408988e-02 9.997714156981281075e-01
5.782109645659658526e+01 1.118069000000000000e+07 7.739298835190850934e-01 8.426755009813587938e-01 9.184198218861064911e-01 5.310404110892682183e+01 4.474947444559958143e+01 3.902551961578342166e-01 8.000000000000000000e+00 0.000000000000000000e+00 -1.597917488580272161e-01 -9.865871253548441633e-01 3.335327691483785245e-02 -9.871495484474084314e-01 1.597529682331933487e-01 -3.841632564635266700e-03 1.538179758835855893e-03 3.353853343169654194e-02 9.994362414773043657e-01
6.752339686501558447e+01 1.256737800000000000e+07 7.640372988117921649e-01 8.456081458932688255e-01 9.035358783171273389e-01 6.100981169338781740e+01 5.159039374734314265e+01 4.411393089586382876e-01 9.000000000000000000e+00 0.000000000000000000e+00 -2.228482582785310528e-01 -9.730360918158107442e-01 5.949300636241542511e-02 -9.745456966508454499e-01 2.238953174116532496e-01 1.147048300870817661e-02 2.448139950131955622e-02 5.542247617120928116e-02 9.981628174869610071e-01
7.885372992905649880e+01 1.420470600000000000e+07 7.652180456899041472e-01 8.457530616411877977e-01 9.047771511521282006e-01 7.134505312293104851e+01 6.034029711167211474e+01 4.376453025579306044e-01 9.000000000000000000e+00 0.000000000000000000e+00 -2.631911590187442918e-01 -9.612982069411544206e-01 8.146269788124672895e-02 -9.641616894602197396e-01 2.650256123600132074e-01 1.239602236263209756e-02 3.350597546087696887e-02 7.528068892432686343e-02 9.965993013661477162e-01
9.208527728773267995e+01 1.621695200000000000e+07 7.905501059915368556e-01 8.258304273833251274e-01 9.572789761409308262e-01 8.815129995965445175e+01 7.279802572007713479e+01 2.229604130019179620e-01 1.200000000000000000e+01 0.000000000000000000e+00 -3.908275524686157243e-01 -9.164697581671470417e-01 8.565632840860305797e-02 -9.198959510917258386e-01 3.921601045413358744e-01 -1.375344021349977908e-03 3.233053350070136389e-02 7.933243202612375033e-02 9.963237936696986985e-01
1.075370600831142838e+02 1.812210500000000000e+07 7.907757441170589763e-01 8.185353858029172924e-01 9.660862044972822194e-01 1.038900702184920704e+02 8.503769870738557302e+01 1.779613607067626890e-01 8.000000000000000000e+00 0.000000000000000000e+00 9.973060799299594548e-01 -5.850155594688746796e-02 4.425099870658572021e-02 5.923124403424698259e-02 9.981260901513862027e-01 -1.536124634468694072e-02 -4.326941951185087065e-02 1.794090607800746806e-02 9.989023381813696423e-01
1.255816307658540580e+02 1.976433300000000000e+07 7.560973864482074536e-01 8.384932325942419107e-01 9.017334392895370865e-01 1.132411558220823196e+02 9.495194280796604858e+01 4.363051593652181315e-01 1.800000000000000000e+01 0.000000000000000000e+00 -9.917370444281069508e-01 1.304231467834811309e-02 -1.276226184374618378e-01 7.022052954251997714e-03 9.988461225044291680e-01 4.750909734119102001e-02 1.280949861677290469e-01 4.622035899577225937e-02 -9.906842851953344686e-01
1.466540555750943327e+02 2.187243500000000000e+07 7.430857268081804134e-01 8.615377872123345382e-01 8.625108937038876711e-01 1.264907205393742231e+02 1.089765354763862604e+02 5.718210401314371971e-01 1.100000000000000000e+01 0.000000000000000000e+00 -9.934808546186905120e-01 -3.744650517137452367e-02 1.076733521191138021e-01 2.358768969913077607e-02 -9.915944625598586137e-01 -1.272165190346069563e-01 1.115321137644847277e-01 -1.238474104334653658e-01 9.860133906434288553e-01
1.712624042661404644e+02 2.447132300000000000e+07 7.415400136688168331e-01 8.629521141992805289e-01 8.593060976006530183e-01 1.471668282756425867e+02 1.269979256004682355e+02 5.811649243901134687e-01 8.000000000000000000e+00 0.000000000000000000e+00 -9.722945499307906747e-01 2.258461183176063425e-01 6.030621042439241603e-02 2.235826318699659365e-01 9.737776054815869831e-01 -4.204737552625470443e-02 6.822107373078092896e-02 2.739901281828110990e-02 9.972939281854686921e-01
2.000000000000000284e+02 2.711616500000000000e+07 7.236023840709105981e-01 8.362373889053257292e-01 8.653073800229624801e-01 1.730614760045925209e+02 1.447204768141821489e+02 5.273789975359368665e-01 8.000000000000000000e+00 0.000000000000000000e+00 -9.400282844481883116e-01 3.395727141863817966e-01 3.220553085248173408e-02 3.384507294123519916e-01 9.403070899762083767e-01 -3.568865787224137498e-02 4.240198341638227314e-02 2.264836242576692693e-02 9.988438934497161359e-01
