#r n s p q b c T nloop nnorth e00 e01 e02 e10 e11 e12 e20 e21 e22 
4.951289998230567591e+01 1.005416000000000000e+07 7.895294366265838137e-01 8.047693421856397800e-01 9.810630142573938395e-01 4.857527490126566505e+01 3.909189202877819014e+01 9.960449362515226557e-02 9.000000000000000000e+00 0.000000000000000000e+00 3.483324927558301143e-02 -9.993441537090279603e-01 -9.894806339240794224e-03 9.993040820396585922e-01 3.469626589568198388e-02 1.369382166420196612e-02 1.334152779032204972e-02 1.036492066935967502e-02 -9.998572758427761720e-01
5.782109645659658526e+01 1.142076200000000000e+07 7.895023307813593405e-01 8.078319227273283998e-01 9.773101415897426092e-01 5.650914396487057445e+01 4.564989042081680282e+01 1.191041845074442967e-01 9.000000000000000000e+00 0.000000000000000000e+00 -1.618490208802202956e-01 -9.867063692729440838e-01 1.467771359301343198e-02 -9.867822230783639403e-01 1.617034472449762061e-01 -1.062258751969136217e-02 -8.107937878174098500e-03 1.620296223829785498e-02 9.998358492062924263e-01
6.752339686501558447e+01 1.292057900000000000e+07 7.878030031615660400e-01 8.088071207569281773e-01 9.740307459512654864e-01 6.576986461759446456e+01 5.319513483392955067e+01 1.351308448234528892e-01 9.000000000000000000e+00 0.000000000000000000e+00 -2.243901637283608475e-01 -9.742790366407564351e-01 2.072228714014296563e-02 -9.744916520238648960e-01 2.242529228232665872e-01 -8.754812449170534805e-03 -3.882596780188318775e-03 2.215818962779129986e-02 9.997469380171468689e-01
7.885372992905649880e+01 1.457515300000000000e+07 7.883555190706815763e-01 8.104252998274288355e-01 9.727676557463755813e-01 7.670635800994610065e+01 6.216477318888067316e+01 1.419384833112561084e-01 9.000000000000000000e+00 0.000000000000000000e+00 -2.721350088103237086e-01 -9.618650661584930983e-01 2.753418754425114925e-02 -9.622550847935915641e-01 2.719399940351912015e-01 -1.066730673681304253e-02 -2.772862903590245232e-03 2.939785958292109869e-02 9.995639434689812530e-01
9.208527728773267995e+01 1.631215500000000000e+07 7.924743293658501608e-01 8.095257280757572893e-01 9.789365573958490607e-01 9.014564433489519502e+01 7.297521836306431453e+01 1.120563454131241199e-01 9.000000000000000000e+00 0.000000000000000000e+00 -3.058747197032927745e-01 -9.514719348886065964e-01 3.379072307251201196e-02 -9.520691409738063493e-01 3.055977520871091535e-01 -1.320472357545632303e-02 -2.237554877650871354e-03 3.621009581093240226e-02 9.993416944716821959e-01
1.075370600831142838e+02 1.822967600000000000e+07 7.957976603109399028e-01 8.051655617398972842e-01 9.883652482494232894e-01 1.062858930850603940e+02 8.557774081085931073e+01 6.308631645915177555e-02 9.000000000000000000e+00 0.000000000000000000e+00 3.911799403037163336e-01 -9.193662345239466127e-01 -4.176100000286854519e-02 9.203009610804275820e-01 3.905278432721356330e-01 2.311156990892504481e-02 4.939163737097351792e-03 4.747347097561810392e-02 -9.988602876354153448e-01
1.255816307658540580e+02 2.045040300000000000e+07 7.980339672270743145e-01 8.043230348504443183e-01 9.921809181748234563e-01 1.245996977191567368e+02 1.002184070109201315e+02 4.289516150685285939e-02 9.000000000000000000e+00 0.000000000000000000e+00 -9.690361109718635957e-01 -2.437824214884852791e-01 -3.923195898418058852e-02 -2.448538403229246208e-01 9.692310866324448382e-01 2.525267479706561069e-02 3.186867602586701542e-02 3.407684959765366894e-02 -9.989109849280153330e-01
1.466540555750943327e+02 2.282944400000000000e+07 7.882653021361859524e-01 8.113285316863603214e-01 9.715735011780777253e-01 1.424851942370587778e+02 1.156023034273987378e+02 1.480172603422423572e-01 9.000000000000000000e+00 0.000000000000000000e+00 9.976824672270632188e-01 -4.846305700072101041e-02 -4.776009520367944378e-02 -4.736416119355939952e-02 -9.985922359266712345e-01 2.387849621315663029e-02 -4.885008518058270299e-02 -2.156104016776727583e-02 -9.985733777368258623e-01
1.712624042661404644e+02 2.541476000000000000e+07 7.822526766956034994e-01 8.113686453477595428e-01 9.641149940669981877e-01 1.651166518729498591e+02 1.339704741545129139e+02 1.816175583330273124e-01 8.000000000000000000e+00 0.000000000000000000e+00 -9.929660164393413480e-01 -1.114772884460387831e-01 3.989115637963608352e-02 1.102919668424575117e-01 -9.934224890961510512e-01 -3.078051669530657009e-02 4.306010040174290676e-02 -2.616433295015307969e-02 9.987298210400376020e-01
2.000000000000000284e+02 2.814297100000000000e+07 7.707789318569272519e-01 8.033356340395940709e-01 9.594731009018552248e-01 1.918946201803710778e+02 1.541557863713854601e+02 1.956427698933325410e-01 8.000000000000000000e+00 0.000000000000000000e+00 -9.710690288389957070e-01 2.365290795777196808e-01 3.284715731698076291e-02 2.357180687700226596e-01 9.714534194617924223e-01 -2.674408105210823727e-02 3.823523617058743884e-02 1.822768032711785668e-02 9.991025064450953508e-01
