#r n s p q b c T nloop nnorth e00 e01 e02 e10 e11 e12 e20 e21 e22 
3.034555606472431499e+00 2.564100000000000000e+05 7.645649154188235430e-01 7.766313570679772571e-01 9.844631026814211205e-01 2.987408027607151517e+00 2.320114750596311559e+00 7.421616378957363036e-02 1.600000000000000000e+01 0.000000000000000000e+00 -6.195698487436049895e-01 -7.849394875303665753e-01 -1.789816580616622769e-03 -7.849378648853070350e-01 6.195723128817564040e-01 -1.642370130885723034e-03 -2.398081967359383393e-03 -3.873317917516411191e-04 9.999970495841279394e-01
3.543749860893881554e+00 3.400100000000000000e+05 7.747313418080914449e-01 7.833473374633971309e-01 9.890010532451598557e-01 3.504772344861437627e+00 2.745454084762554370e+00 5.472083572668338253e-02 1.400000000000000000e+01 0.000000000000000000e+00 -6.419697706408699078e-01 -7.667156106015614592e-01 4.688927722117908724e-03 -7.667173846222692379e-01 6.419822559312082788e-01 1.798662687561514151e-03 4.389271157703641957e-03 2.440395326790911756e-03 9.999873893051616225e-01
4.138386210422372535e+00 4.431420000000000000e+05 7.773923209094554254e-01 7.839700072315842760e-01 9.916097729996630195e-01 4.103664210701864157e+00 3.217149660939934375e+00 4.223325148369717896e-02 1.400000000000000000e+01 0.000000000000000000e+00 -6.951732895984984451e-01 -7.188339894139309516e-01 3.434107169966446778e-03 -7.188260961880261757e-01 6.951817604113602611e-01 3.370968769382809427e-03 4.810495596543729047e-03 1.251184023326606942e-04 9.999884216717217500e-01
4.832801721026124042e+00 5.718850000000000000e+05 7.792707423694432700e-01 7.846687446219328121e-01 9.931206610566725157e-01 4.799555239941288853e+00 3.766060984868350836e+00 3.491229178551823881e-02 1.300000000000000000e+01 0.000000000000000000e+00 -7.032234013067216738e-01 -7.109562096308461587e-01 4.256270896650993403e-03 -7.109480220740507228e-01 7.032360335419672870e-01 3.462807698381087373e-03 5.455067698962506872e-03 5.908599676586745453e-04 9.999849464471444183e-01
5.643739198611263497e+00 7.308470000000000000e+05 7.787259208312894421e-01 7.827687350805168087e-01 9.948352379597640294e-01 5.614590628633283842e+00 4.394926004370200090e+00 2.617687335995238021e-02 1.300000000000000000e+01 0.000000000000000000e+00 -7.786449356860553062e-01 -6.274612491447274509e-01 2.108305527414832282e-03 -6.274596992013449226e-01 7.786477579983964725e-01 1.412388837320421864e-03 2.527846636240324574e-03 2.231273366571917549e-04 9.999967800976036214e-01
6.590750868872473411e+00 9.244080000000000000e+05 7.781017982880163997e-01 7.818642924281821172e-01 9.951877913128878150e-01 6.559034800286693390e+00 5.128275103137978519e+00 2.433424227183540040e-02 1.300000000000000000e+01 0.000000000000000000e+00 -8.052270314815325181e-01 -5.929658555621675209e-01 9.601608540840503867e-04 -5.929659208420856586e-01 8.052275183138570824e-01 2.459064960186191362e-04 9.189620975161988392e-04 3.713321071873720847e-04 9.999995088104443042e-01
7.696669794067012127e+00 1.161777000000000000e+06 7.787710203223365824e-01 7.820094763712330810e-01 9.958588020391723195e-01 7.664796360810657738e+00 5.993943388609674905e+00 2.100360022505790361e-02 1.200000000000000000e+01 0.000000000000000000e+00 -7.795515130474670595e-01 -6.263336011361794187e-01 2.378779769113355171e-03 -6.263350693822147264e-01 7.795539464366844085e-01 1.595523965848832937e-04 1.954320183839008962e-03 1.365533879564506670e-03 9.999971579708827329e-01
8.988160392874613436e+00 1.446741000000000000e+06 7.758610561325792743e-01 7.771775026228182615e-01 9.983061186333928028e-01 8.972935515465046308e+00 6.973563615104716007e+00 8.503910956705489077e-03 1.200000000000000000e+01 0.000000000000000000e+00 2.648760368832714929e-01 -9.642816037708569210e-01 1.293721034895909359e-03 -9.642795785839971545e-01 -2.648717173695454008e-01 2.804935574284517230e-03 2.362077661735129119e-03 1.990468992964095074e-03 9.999952292997741354e-01
1.049636133673225302e+01 1.780808000000000000e+06 7.684729908826739564e-01 7.716189016859850147e-01 9.959229733791677974e-01 1.045356739214052233e+01 8.066170189823896663e+00 1.987408903903791976e-02 1.200000000000000000e+01 0.000000000000000000e+00 5.839952941703813183e-01 -8.117548627305298803e-01 1.881281528182074305e-03 -8.117556791196719468e-01 -5.839884969855531072e-01 3.186346734783074286e-03 1.487885684256007313e-03 3.387952463233187550e-03 9.999931539637144651e-01
1.225763632328902730e+01 2.182655000000000000e+06 7.631196543368203855e-01 7.682879622867998526e-01 9.932729546684604394e-01 1.217517864808473682e+01 9.354043194014776574e+00 3.210556473730741961e-02 1.100000000000000000e+01 0.000000000000000000e+00 4.121359774697436196e-01 -9.111166318153728350e-01 3.227894742572234420e-03 -9.111217053769622432e-01 -4.121288864205402414e-01 2.649333641027817876e-03 1.083543277829390750e-03 4.032890672418187883e-03 9.999912808253825780e-01
1.431445082861357854e+01 2.662118000000000000e+06 7.618541261828890576e-01 7.691843400052559288e-01 9.904701468281102983e-01 1.417803621398065594e+01 1.090552342782133088e+01 4.520941305947732969e-02 1.100000000000000000e+01 0.000000000000000000e+00 2.432039702863193764e-01 -9.699643828020625413e-01 4.574377813976036010e-03 -9.699732561245925089e-01 -2.431914197837371505e-01 3.133009196594538359e-03 1.926457896479771836e-03 5.198984418521748752e-03 9.999846295423691078e-01
1.671639597721522819e+01 3.221652000000000000e+06 7.628673630678868278e-01 7.739373650351211165e-01 9.856965143855899170e-01 1.647729324783034599e+01 1.275239291913681150e+01 6.794285445718382943e-02 1.100000000000000000e+01 0.000000000000000000e+00 1.929104468714021858e-01 -9.811999279502836568e-01 5.679866040181480967e-03 -9.812149693469539580e-01 -1.928971686483936521e-01 2.804684811202329264e-03 1.656326457221746207e-03 6.114222582773928827e-03 9.999799362311603268e-01
1.952138421604556839e+01 3.872841000000000000e+06 7.666259346235512195e-01 7.818018245087881013e-01 9.805885719251524746e-01 1.914244627041433588e+01 1.496559941977137420e+01 9.325122861461940249e-02 1.100000000000000000e+01 0.000000000000000000e+00 1.503540676365713868e-01 -9.886141394753914513e-01 5.978091206071962926e-03 -9.886310754158593728e-01 -1.503419689718090979e-01 2.426744271923797491e-03 1.500355697500788121e-03 6.274997610390499470e-03 9.999791864522833418e-01
2.279704562095193765e+01 4.624118000000000000e+06 7.703564839208359993e-01 7.879325630134015324e-01 9.776934221053805718e-01 2.228852154704097899e+01 1.756185190833942755e+01 1.085118092435983089e-01 1.100000000000000000e+01 0.000000000000000000e+00 6.392563336785161976e-02 -9.979397528197492262e-01 5.455560519000667886e-03 -9.979545028085589076e-01 -6.392155098737353769e-02 9.195887616950670918e-04 5.689662916619209199e-04 5.503186479310633039e-03 9.999846954908525598e-01
2.662235850143216709e+01 5.481968000000000000e+06 7.739281458326016105e-01 7.949917144997916685e-01 9.735046689380363327e-01 2.591699029928643938e+01 2.060379255270419563e+01 1.303842063857505729e-01 1.000000000000000000e+01 0.000000000000000000e+00 -7.446130072748009462e-03 9.999639173622499877e-01 4.088902112188124403e-03 -9.999715675278098015e-01 -7.441191009453529751e-03 -1.221806996306806781e-03 -1.191336608651671902e-03 -4.097883588410822751e-03 9.999908939921309248e-01
3.108955361862286182e+01 6.463364000000000000e+06 7.807239350671505429e-01 8.024429398079327980e-01 9.729338951552358727e-01 3.024808050080429922e+01 2.427235864061240989e+01 1.367572845369610379e-01 1.000000000000000000e+01 0.000000000000000000e+00 -6.262804550762501865e-02 -9.980184141475524351e-01 6.080537665288649266e-03 -9.980304407438290726e-01 6.260449322618479029e-02 -3.989583508372085419e-03 -3.601008827056606521e-03 6.318421503566276631e-03 9.999735547928907398e-01
3.630633792844572127e+01 7.553144000000000000e+06 7.865987628843958968e-01 8.085166057641528514e-01 9.728912891541147134e-01 3.532211991167049092e+01 2.855852049937822557e+01 1.402775133866938362e-01 1.000000000000000000e+01 0.000000000000000000e+00 -6.532364314563887664e-02 -9.978253111644652673e-01 8.801706977609994112e-03 -9.978455379794308744e-01 6.526604126813573270e-02 -6.680283805809317244e-03 -6.091303696367789122e-03 9.219124509652829036e-03 9.999389500177269241e-01
4.239849146579302896e+01 8.737813000000000000e+06 7.912378220993927513e-01 8.159725828525966618e-01 9.696867746870457827e-01 4.111325644106107546e+01 3.354729004769376388e+01 1.596703387424226184e-01 9.000000000000000000e+00 0.000000000000000000e+00 2.881832215998777688e-02 9.995565229273170038e-01 7.500785381235608451e-03 9.994276668167296762e-01 -2.867999309208124625e-02 -1.793869553524773952e-02 1.771561766214524436e-02 -8.013455539925967708e-03 9.998109528411650571e-01
4.951289998230567591e+01 1.001523500000000000e+07 7.907805157109316641e-01 8.184790200483931244e-01 9.661585652667997737e-01 4.783731240910300642e+01 3.915383658235145958e+01 1.775917630914722323e-01 9.000000000000000000e+00 0.000000000000000000e+00 2.582373661619651387e-02 -9.996093884434492649e-01 -1.068668156588570284e-02 9.994268344898880052e-01 2.558199089367434176e-02 2.217124812538207035e-02 2.188920118913917356e-02 1.125310080063679150e-02 -9.996970694133657798e-01
5.782109645659658526e+01 1.135606400000000000e+07 7.880964349882333408e-01 8.227670141792722269e-01 9.578610000236537081e-01 5.538457327437974698e+01 4.556859998455453820e+01 2.177393287995029181e-01 9.000000000000000000e+00 0.000000000000000000e+00 -1.830473680098214373e-01 -9.828452126153476298e-01 2.255990034926255369e-02 -9.830757127716398536e-01 1.828195131050436295e-01 -1.179697361897130703e-02 -7.470209047205078612e-03 2.433749508734249500e-02 9.996758886307424152e-01
6.752339686501558447e+01 1.282053100000000000e+07 7.831836103553826423e-01 8.235988076227092058e-01 9.509285383936098013e-01 6.420992508822092759e+01 5.288321774020223387e+01 2.476179838785280696e-01 9.000000000000000000e+00 0.000000000000000000e+00 -2.518771507865049664e-01 -9.670906133777665836e-01 3.596729664968817408e-02 -9.677483432207864000e-01 2.518764833552058491e-01 -4.623994597410585605e-03 4.587494424451554753e-03 3.597197032731427879e-02 9.993422698183422881e-01
7.885372992905649880e+01 1.446993000000000000e+07 7.840561301467174893e-01 8.255004654693950394e-01 9.497948976938352939e-01 7.489487035074553489e+01 6.182575033581043300e+01 2.540898939462836181e-01 8.000000000000000000e+00 0.000000000000000000e+00 -3.018133206031857196e-01 -9.521083927385159962e-01 4.897272693406290456e-02 -9.533292521059294478e-01 3.018602870536765126e-01 -6.610913629843839789e-03 8.488615059473736402e-03 4.868239493648213179e-02 9.987782375670890556e-01
9.208527728773267995e+01 1.627990100000000000e+07 7.940256903700604330e-01 8.192238306970507367e-01 9.692414461313338947e-01 8.925286732576689985e+01 7.311807587131038133e+01 1.639166867038063524e-01 8.000000000000000000e+00 0.000000000000000000e+00 -3.789115221789635113e-01 -9.235184945721435223e-01 5.949494552668001951e-02 -9.253836446723701092e-01 3.787708592787419892e-01 -1.406223076628887458e-02 9.548221452273297771e-03 6.038399079594958252e-02 9.981295532758527322e-01
1.075370600831142838e+02 1.824990700000000000e+07 7.991443404468366873e-01 8.092273980688302615e-01 9.875398958981663755e-01 1.061971371196735419e+02 8.593763295371221034e+01 6.853105937679801474e-02 8.000000000000000000e+00 0.000000000000000000e+00 -8.960395105146561345e-01 -4.409544096377069344e-01 -5.169530169867340985e-02 -4.430224959525104200e-01 8.956570753404304863e-01 3.910845781456817605e-02 2.905621580081085842e-02 5.794490498471338569e-02 -9.978968505359904206e-01
1.255816307658540580e+02 2.011160800000000000e+07 7.803082263409729658e-01 8.259799485997142421e-01 9.447060157620428278e-01 1.186377220537099646e+02 9.799237956391054638e+01 2.749304534278348977e-01 9.000000000000000000e+00 0.000000000000000000e+00 -9.990675082389693928e-01 -1.893666023047079448e-03 -4.313383834265271943e-02 -3.543977218055126277e-03 9.992632183199470219e-01 3.821597491023265292e-02 4.302968982754632604e-02 3.833320416890284577e-02 -9.983381247110070245e-01
1.466540555750943327e+02 2.230677500000000000e+07 7.646059032832180913e-01 8.412664702488977797e-01 9.088748099719238249e-01 1.332901768924258192e+02 1.121325566331422721e+02 4.187671428156297670e-01 8.000000000000000000e+00 0.000000000000000000e+00 -9.965077085441964577e-01 -3.530538342799829921e-02 7.566978731962062388e-02 3.006773429039412415e-02 -9.971445436443073795e-01 -6.927258068694286397e-02 7.789941056668434061e-02 -6.675544158635182690e-02 9.947237771622705615e-01
1.712624042661404644e+02 2.485506600000000000e+07 7.573901277749003347e-01 8.408394034481058155e-01 9.007547989176083458e-01 1.542654325168934974e+02 1.297124542501687756e+02 4.424446623467684359e-01 8.000000000000000000e+00 0.000000000000000000e+00 -9.863346102764478651e-01 1.564629816940882878e-01 5.160786694102795225e-02 1.547648600960236098e-01 9.873158486295733338e-01 -3.542955156819616036e-02 5.649667822328755667e-02 2.695830863130377342e-02 9.980387642499030099e-01
2.000000000000000284e+02 2.751325200000000000e+07 7.433937809277759712e-01 8.259395759390153469e-01 9.000583124771657229e-01 1.800116624954331712e+02 1.486787561855552156e+02 4.244738474150613339e-01 7.000000000000000000e+00 0.000000000000000000e+00 -9.696631945787499429e-01 2.420245023321737632e-01 3.431369041937613884e-02 2.407913342791648814e-01 9.698918324678781344e-01 -3.646048063536205808e-02 4.210489776014954971e-02 2.709194682863808046e-02 9.987458155114551372e-01
